source_file,Unnamed: 0,opt_epoch,opt_mae,mse,mape,para,memo,opt_time,tot_time
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.3.csv,11,74.2,0.2116,0.5451,0.3597,0.5455,2.0811,2.325,6.2692
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.4.csv,0,78.8,0.218,0.6531,0.3631,0.5455,2.0811,3.1615,5.6491
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.4.csv,1,46.8,0.2156,0.5846,0.3639,0.5455,2.0811,1.595,5.7029
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.4.csv,2,31.0,0.2006,0.4353,0.3456,0.5455,2.0811,1.015,5.6386
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.4.csv,3,59.4,0.218,0.6074,0.3676,0.5455,2.0811,1.9184,5.6869
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.4.csv,4,82.4,0.2037,0.5322,0.3466,0.5455,2.0811,3.0881,5.6484
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.4.csv,5,72.6,0.2043,0.5472,0.3471,0.5455,2.0811,2.8639,5.5437
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.4.csv,6,55.4,0.2169,0.5977,0.3674,0.5455,2.0811,2.0408,5.6511
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.4.csv,7,64.4,0.2038,0.5417,0.3517,0.5455,2.0811,2.469,5.6388
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.4.csv,8,40.6,0.2079,0.6343,0.3517,0.5455,2.0811,1.3197,5.6809
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.4.csv,9,81.8,0.2234,0.6732,0.3738,0.5455,2.0811,3.1558,5.4323
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.4.csv,10,99.6,0.2174,0.6255,0.3627,0.5455,2.0811,3.2638,5.3592
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.4.csv,11,52.2,0.2078,0.5217,0.3566,0.5455,2.0811,1.8311,5.3958
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.5.csv,0,79.0,0.2209,0.6476,0.3663,0.5455,2.0811,2.7001,5.6549
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.5.csv,1,46.0,0.2107,0.5362,0.3582,0.5455,2.0811,1.5965,5.787000000000001
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.5.csv,2,87.0,0.2233,0.6791,0.3677,0.5455,2.0811,3.2248,5.8458
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.5.csv,3,54.2,0.2143,0.5775,0.3632,0.5455,2.0811,1.9084,5.7918
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.5.csv,4,41.8,0.2292,0.652,0.3783,0.5455,2.0811,1.4758,5.7939
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.5.csv,5,82.4,0.2115,0.632,0.3565,0.5455,2.0811,2.4969,5.7828
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.5.csv,6,37.0,0.2071,0.5432,0.3552,0.5455,2.0811,1.3233,5.7905
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.5.csv,7,91.2,0.2068,0.5652,0.3531,0.5455,2.0811,3.1536,6.1098
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.5.csv,8,78.0,0.2163,0.6677,0.3616,0.5455,2.0811,3.1710000000000003,5.9635
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.5.csv,9,95.0,0.2184,0.6415,0.3592,0.5455,2.0811,3.3463,5.8897
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.5.csv,10,47.4,0.2156,0.5719,0.3672,0.5455,2.0811,1.6329,5.6802
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.5.csv,11,64.4,0.2022,0.4987,0.3499,0.5455,2.0811,2.1445,5.8231
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.6.csv,0,53.2,0.2137,0.5654,0.3583,0.5455,2.0811,1.7456,5.4293
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.6.csv,1,32.8,0.21,0.5546,0.3513,0.5455,2.0811,1.4580000000000002,4.5114
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.6.csv,2,74.0,0.2133,0.6651,0.3534,0.5455,2.0811,2.6553,4.7585
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.6.csv,3,33.4,0.20199999999999999,0.5255,0.3449,0.5455,2.0811,1.2504,4.7837
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.6.csv,4,50.0,0.2205,0.6853,0.361,0.5455,2.0811,2.0519,4.7656
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.6.csv,5,59.6,0.2043,0.5652,0.3471,0.5455,2.0811,1.474,4.8573
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.6.csv,6,48.4,0.2162,0.6292,0.3608,0.5455,2.0811,2.0068,4.8588
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.6.csv,7,56.4,0.2131,0.6287,0.3548,0.5455,2.0811,2.3522,4.9112
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.6.csv,8,90.6,0.2112,0.6528,0.3513,0.5455,2.0811,2.4873,4.7966
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.6.csv,9,40.6,0.2058,0.5412,0.3474,0.5455,2.0811,1.626,4.9243
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.6.csv,10,38.2,0.2211,0.6564,0.3699,0.5455,2.0811,1.5315,4.7603
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.6.csv,11,46.4,0.2202,0.6434,0.368,0.5455,2.0811,1.87,4.8763
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.7.csv,0,116.8,0.2167,0.6074,0.3625,0.5455,2.0811,4.013,5.6569
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.7.csv,1,17.8,0.1934,0.4164,0.3373,0.5455,2.0811,0.7785,4.3932
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.7.csv,2,68.0,0.2244,0.7233,0.3638,0.5455,2.0811,1.7886,4.2056
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.7.csv,3,49.8,0.2019,0.5443,0.3419,0.5455,2.0811,1.6404,3.9245
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.7.csv,4,48.0,0.2011,0.4944,0.3414,0.5455,2.0811,1.4058,3.9475
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.7.csv,5,49.8,0.2028,0.534,0.3415,0.5455,2.0811,1.4807,3.7715
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.7.csv,6,36.8,0.2001,0.4841,0.3425,0.5455,2.0811,1.2655,3.9828
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.7.csv,7,51.0,0.1978,0.5534,0.33299999999999996,0.5455,2.0811,1.0327,3.7473
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.7.csv,8,69.4,0.2047,0.5194,0.3481,0.5455,2.0811,1.9480000000000002,3.9305
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.7.csv,9,54.6,0.2082,0.5925,0.3503,0.5455,2.0811,1.172,3.9304
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.7.csv,10,60.6,0.20800000000000002,0.6256,0.3527,0.5455,2.0811,1.8882,3.9745
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.7.csv,11,79.2,0.2127,0.6035,0.3575,0.5455,2.0811,2.0717,3.7910000000000004
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.8.csv,0,62.4,0.2041,0.5296,0.3489,0.5455,2.0811,2.3768,5.5734
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.8.csv,1,73.8,0.1857,0.4075,0.3245,0.5455,2.0811,1.7675,3.9628
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.8.csv,2,79.4,0.205,0.5059,0.345,0.5455,2.0811,1.5956,3.1889
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.8.csv,3,31.8,0.2049,0.5333,0.3484,0.5455,2.0811,0.6673,2.9363
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.8.csv,4,71.8,0.2164,0.6329,0.3628,0.5455,2.0811,1.2389,3.0082
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.8.csv,5,72.2,0.1892,0.4938,0.3289,0.5455,2.0811,1.4337,3.2239999999999998
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.8.csv,6,77.0,0.2182,0.7077,0.3613,0.5455,2.0811,1.3435,3.03
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.8.csv,7,48.0,0.19699999999999998,0.4614,0.3386,0.5455,2.0811,0.8896,2.9737
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.8.csv,8,44.2,0.213,0.5768,0.353,0.5455,2.0811,0.8316,3.0338
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.8.csv,9,52.8,0.2014,0.5111,0.3392,0.5455,2.0811,1.0211,3.1355
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.8.csv,10,37.4,0.2166,0.6493,0.3616,0.5455,2.0811,0.7849,3.0189999999999997
iif_exp\Airquality\pearson_Airquality_DMU_alone_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_1.0_state_true_thre_0.25_delta_0.8.csv,11,15.8,0.2104,0.5541,0.3548,0.5455,2.0811,0.4787,3.1132
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.1.csv,0,116.8,0.9553,4.7645,0.5735,0.5455,2.0811,0.0265,0.0431
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.1.csv,1,116.8,0.9553,4.7645,0.5735,0.5455,2.0811,0.0265,0.0431
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.1.csv,2,116.8,0.9553,4.7645,0.5735,0.5455,2.0811,0.0265,0.0431
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.1.csv,3,116.8,0.9553,4.7645,0.5735,0.5455,2.0811,0.0265,0.0431
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.1.csv,4,116.8,0.9553,4.7645,0.5735,0.5455,2.0811,0.0265,0.0431
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.1.csv,5,116.8,0.9553,4.7645,0.5735,0.5455,2.0811,0.0265,0.0431
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.1.csv,6,116.8,0.9553,4.7645,0.5735,0.5455,2.0811,0.0265,0.0431
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.1.csv,7,116.8,0.9553,4.7645,0.5735,0.5455,2.0811,0.0265,0.0431
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.1.csv,8,116.8,0.9553,4.7645,0.5735,0.5455,2.0811,0.0265,0.0431
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.1.csv,9,116.8,0.9553,4.7645,0.5735,0.5455,2.0811,0.0265,0.0431
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.1.csv,10,116.8,0.9553,4.7645,0.5735,0.5455,2.0811,0.0265,0.0431
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.1.csv,11,116.8,0.9553,4.7645,0.5735,0.5455,2.0811,0.0265,0.0431
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.2.csv,0,79.4,0.2861,0.2632,0.4447,0.5455,2.0811,0.0258,0.0646
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.2.csv,1,79.4,0.2861,0.2632,0.4447,0.5455,2.0811,0.0258,0.0646
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.2.csv,2,79.4,0.2861,0.2632,0.4447,0.5455,2.0811,0.0258,0.0646
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.2.csv,3,79.4,0.2861,0.2632,0.4447,0.5455,2.0811,0.0258,0.0646
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.2.csv,4,79.4,0.2861,0.2632,0.4447,0.5455,2.0811,0.0258,0.0646
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.2.csv,5,79.4,0.2861,0.2632,0.4447,0.5455,2.0811,0.0258,0.0646
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.2.csv,6,79.4,0.2861,0.2632,0.4447,0.5455,2.0811,0.0258,0.0646
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.2.csv,7,79.4,0.2861,0.2632,0.4447,0.5455,2.0811,0.0258,0.0646
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.2.csv,8,79.4,0.2861,0.2632,0.4447,0.5455,2.0811,0.0258,0.0646
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.2.csv,9,79.4,0.2861,0.2632,0.4447,0.5455,2.0811,0.0258,0.0646
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.2.csv,10,79.4,0.2861,0.2632,0.4447,0.5455,2.0811,0.0258,0.0646
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.2.csv,11,79.4,0.2861,0.2632,0.4447,0.5455,2.0811,0.0258,0.0646
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.4.csv,0,74.6,0.2391,0.1698,0.4554,0.5455,2.0811,0.0174,0.0408
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.4.csv,1,74.6,0.2391,0.1698,0.4554,0.5455,2.0811,0.0174,0.0408
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.4.csv,2,74.6,0.2391,0.1698,0.4554,0.5455,2.0811,0.0174,0.0408
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.4.csv,3,74.6,0.2391,0.1698,0.4554,0.5455,2.0811,0.0174,0.0408
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.4.csv,4,74.6,0.2391,0.1698,0.4554,0.5455,2.0811,0.0174,0.0408
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.4.csv,5,74.6,0.2391,0.1698,0.4554,0.5455,2.0811,0.0174,0.0408
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.4.csv,6,74.6,0.2391,0.1698,0.4554,0.5455,2.0811,0.0174,0.0408
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.4.csv,7,74.6,0.2391,0.1698,0.4554,0.5455,2.0811,0.0174,0.0408
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.4.csv,8,74.6,0.2391,0.1698,0.4554,0.5455,2.0811,0.0174,0.0408
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.4.csv,9,74.6,0.2391,0.1698,0.4554,0.5455,2.0811,0.0174,0.0408
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.4.csv,10,74.6,0.2391,0.1698,0.4554,0.5455,2.0811,0.0174,0.0408
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.4.csv,11,74.6,0.2391,0.1698,0.4554,0.5455,2.0811,0.0174,0.0408
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.5.csv,0,54.0,0.4802,1.7595,0.4975,0.5455,2.0811,0.0139,0.0469
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.5.csv,1,54.0,0.4802,1.7595,0.4975,0.5455,2.0811,0.0139,0.0469
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.5.csv,2,54.0,0.4802,1.7595,0.4975,0.5455,2.0811,0.0139,0.0469
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.5.csv,3,54.0,0.4802,1.7595,0.4975,0.5455,2.0811,0.0139,0.0469
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.5.csv,4,54.0,0.4802,1.7595,0.4975,0.5455,2.0811,0.0139,0.0469
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.5.csv,5,54.0,0.4802,1.7595,0.4975,0.5455,2.0811,0.0139,0.0469
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.5.csv,6,54.0,0.4802,1.7595,0.4975,0.5455,2.0811,0.0139,0.0469
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.5.csv,7,54.0,0.4802,1.7595,0.4975,0.5455,2.0811,0.0139,0.0469
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.5.csv,8,54.0,0.4802,1.7595,0.4975,0.5455,2.0811,0.0139,0.0469
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.5.csv,9,54.0,0.4802,1.7595,0.4975,0.5455,2.0811,0.0139,0.0469
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.5.csv,10,54.0,0.4802,1.7595,0.4975,0.5455,2.0811,0.0139,0.0469
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.5.csv,11,54.0,0.4802,1.7595,0.4975,0.5455,2.0811,0.0139,0.0469
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.6.csv,0,72.2,0.2815,0.2829,0.4514,0.5455,2.0811,0.0147,0.0385
iif_exp\Airquality\pearson_Airquality_DMU_transfer_10_SAGE++DAMC_window_2_epoch_200_eval_0.8_stream_0.001_state_true_thre_0.25_delta_0.6.csv,1,72.2,0.2815,0.2829,0.4514,0.5455,2.0811,0.0147,0.0385
