source_file,Unnamed: 0,opt_epoch,opt_mae,mse,mape,para,memo,opt_time,tot_time
iif_exp\ICU\no_pearson_ICU_DMU_data+state+transfer_10_SAGE++DAMC_window_4_epoch_200_eval_0.5_stream_0.1_state_true_thre_0.25_delta_0.3.csv,4,36.0,0.3321,1.4174,0.3469,0.5922,2.2589,0.4517,2.4308
iif_exp\ICU\no_pearson_ICU_DMU_data+state+transfer_10_SAGE++DAMC_window_4_epoch_200_eval_0.5_stream_0.1_state_true_thre_0.25_delta_0.3.csv,5,35.0,0.33399999999999996,1.2755,0.3434,0.5922,2.2589,0.4548,2.4844
iif_exp\ICU\no_pearson_ICU_DMU_data+state+transfer_10_SAGE++DAMC_window_4_epoch_200_eval_0.5_stream_0.1_state_true_thre_0.25_delta_0.3.csv,6,59.0,0.3474,3.7315,0.3552,0.5922,2.2589,0.7608,2.5315
iif_exp\ICU\no_pearson_ICU_DMU_data+state+transfer_10_SAGE++DAMC_window_4_epoch_200_eval_0.5_stream_0.1_state_true_thre_0.25_delta_0.3.csv,7,34.0,0.3384,1.1395,0.3471,0.5922,2.2589,0.4589,2.5932
iif_exp\ICU\no_pearson_ICU_DMU_data+state+transfer_10_SAGE++DAMC_window_4_epoch_200_eval_0.5_stream_0.1_state_true_thre_0.25_delta_0.3.csv,8,24.0,0.3745,4.7262,0.3709,0.5922,2.2589,0.3291,2.6602
iif_exp\ICU\no_pearson_ICU_DMU_data+state+transfer_10_SAGE++DAMC_window_4_epoch_200_eval_0.5_stream_0.1_state_true_thre_0.25_delta_0.3.csv,9,30.0,0.3693,1.4524,0.3684,0.5922,2.2589,0.4148,2.7093
iif_exp\ICU\no_pearson_ICU_DMU_data+state+transfer_10_SAGE++DAMC_window_4_epoch_200_eval_0.5_stream_0.1_state_true_thre_0.25_delta_0.3.csv,10,24.0,0.3547,1.6977,0.35200000000000004,0.5922,2.2589,0.354,2.8016
iif_exp\ICU\no_pearson_ICU_DMU_data+state+transfer_10_SAGE++DAMC_window_4_epoch_200_eval_0.5_stream_0.1_state_true_thre_0.25_delta_0.3.csv,11,32.0,0.3725,1.111,0.3676,0.5922,2.2589,0.4797,2.8241
iif_exp\ICU\no_pearson_ICU_DMU_data+state+transfer_10_SAGE++DAMC_window_4_epoch_200_eval_0.5_stream_1.0_state_true_thre_0.25_delta_0.3.csv,0,70.0,0.4866,5.9339,0.4347,0.5922,2.2589,6.9757,19.0376
iif_exp\ICU\no_pearson_ICU_DMU_data+state+transfer_10_SAGE++DAMC_window_4_epoch_200_eval_0.5_stream_1.0_state_true_thre_0.25_delta_0.3.csv,1,22.0,0.3645,2.8642,0.3588,0.5922,2.2589,2.6926,21.8203
